Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
298.4,309.3,1531,37.4,16
300.3,309.2,1587,31.4,43
298.0,307.5,1644,32.8,215
302.7,310.9,1395,48.3,80
301.0,310.7,1455,46.1,103
298.8,310.0,1528,36.7,147
300.6,309.7,1428,42.6,23
301.8,309.9,1418,51.3,116
302.0,310.6,1392,50.0,84
297.5,308.8,1360,50.7,190
297.4,308.7,1510,36.2,92
298.2,307.9,1462,38.8,124
297.5,308.9,1436,44.8,2
304.1,313.2,1586,41.1,129
301.4,311.2,1434,47.6,52
300.5,310.5,1536,36.2,12
301.0,312.1,1675,30.7,200
299.0,310.0,1338,56.4,29
297.4,308.4,1378,39.9,63
299.2,308.7,1325,51.0,171
297.5,308.9,1459,48.5,193
299.8,309.8,1542,39.4,155
298.1,307.8,1636,36.7,51
300.0,311.5,1445,41.6,81
297.0,307.9,1350,47.7,168
297.4,309.4,1539,42.2,134
299.2,308.4,1580,32.6,142
304.0,313.1,1388,53.2,91
296.8,307.8,1565,39.5,124
300.0,310.2,1486,36.4,66
297.6,308.1,1379,57.4,122
297.6,308.7,1419,41.7,81
301.7,310.7,1542,40.0,188
300.4,312.0,1366,43.0,117
299.8,309.7,1431,40.3,101
301.1,310.7,1334,48.2,106
300.5,311.7,1454,50.3,175
300.0,311.2,1393,43.1,45
302.5,310.3,1688,31.6,66
298.9,310.0,1348,58.2,163
295.5,306.0,1641,36.6,21
302.6,312.4,1628,33.0,15
298.4,308.2,1499,40.0,211
300.9,310.4,1544,36.0,148
303.7,313.1,1355,49.1,188
300.2,309.6,1528,35.1,44
298.7,309.8,1322,57.0,140
301.2,310.1,1295,56.6,39
300.7,309.5,1508,39.9,59
301.5,310.7,1510,36.0,64
301.5,310.4,1474,39.9,53
298.9,308.5,1467,44.7,136
300.4,311.6,1332,54.6,111
296.8,308.0,1391,54.4,17
297.3,308.3,1590,35.5,59
300.3,309.9,1405,52.1,205
304.0,313.1,1472,45.5,166
300.1,309.8,1506,35.2,21
301.7,310.5,1724,33.0,171
301.6,310.8,1418,44.7,46
298.2,308.8,1540,34.8,32
297.5,308.2,1489,40.7,141
298.2,309.1,1429,48.5,164
297.3,308.1,1468,49.8,0
299.0,308.4,1535,47.5,163
300.6,309.3,1510,46.0,87
299.0,309.5,1861,23.3,73
302.8,312.4,1590,34.4,64
300.5,310.0,1495,47.4,184
302.2,311.3,1375,47.0,98
299.3,308.7,1802,26.0,130
297.5,308.6,1440,46.1,84
300.2,309.7,1656,34.3,120
300.1,311.5,1549,34.7,189
298.2,308.4,1355,49.4,209
302.1,311.4,1391,49.2,52
298.8,309.8,1663,28.2,67
304.0,313.0,1575,34.5,92
298.5,309.6,1572,33.0,127
302.3,310.7,1612,33.4,139
302.5,311.9,1595,34.6,112
303.8,312.7,1374,53.6,136
300.4,311.9,1335,58.3,9
299.4,309.1,1464,40.5,215
302.5,311.1,1538,36.8,208
298.9,309.8,1353,53.7,71
298.1,308.3,1495,38.7,188
301.6,310.5,1602,32.3,2
298.0,307.4,1463,46.5,182
303.0,311.2,1800,23.7,61
301.9,310.8,1567,39.3,9
304.1,313.5,1470,45.8,85
297.5,308.5,1462,52.3,148
300.9,311.4,1434,45.4,118
299.4,310.8,1391,48.9,139
302.7,312.1,1564,32.1,188
300.8,310.5,1559,40.1,220
298.4,307.9,1544,35.9,132
298.8,309.9,1526,42.1,30
299.7,309.2,1691,27.7,203
298.8,309.1,1489,49.1,128
297.5,308.6,1388,48.2,203
296.8,308.3,1506,45.9,182
297.0,307.9,1436,47.7,191
301.3,310.1,1662,31.0,37
297.7,309.1,1563,39.3,56
298.8,309.1,1378,54.4,165
299.0,310.0,1337,57.4,146
299.4,308.5,1845,22.9,76
297.5,309.4,1443,45.4,70
299.9,311.3,1504,40.7,20
300.2,311.4,1450,38.5,68
299.8,309.8,1749,33.4,153
303.4,312.3,1663,33.9,78
302.5,310.2,1547,36.9,103
304.1,313.3,1732,28.5,132
302.5,311.6,1595,29.5,35
298.4,308.2,1604,34.9,11
300.8,312.1,1505,41.3,173
302.3,311.6,1309,57.6,77
297.5,308.9,1471,37.7,197
301.6,310.4,1599,41.7,116
303.6,312.5,1607,33.7,14
299.4,309.2,1427,41.5,29
299.8,310.3,1805,23.7,198
300.9,310.7,1359,46.0,151
299.6,309.2,1425,45.9,133
301.7,310.1,1431,44.0,61
301.6,310.6,1562,34.4,162
298.8,308.4,1604,29.5,14
300.8,312.4,1365,44.5,129
297.8,308.8,1621,36.1,68
301.4,311.0,1701,28.4,127
298.9,310.2,1706,27.6,103
302.3,310.1,1513,40.4,22
300.3,311.8,1451,41.0,55
302.5,311.1,1638,32.0,198
301.5,310.5,1589,36.7,118
298.7,310.1,1644,34.1,46
299.6,310.9,1530,38.8,198
299.1,310.5,1437,43.1,40
298.7,310.0,1519,38.1,198
298.4,308.0,1416,38.2,198
303.3,311.3,1592,33.7,14
297.2,308.6,1498,44.4,9
297.7,307.7,1581,34.9,31
301.5,310.7,1686,27.9,135
298.4,308.1,1495,46.0,203
298.1,307.8,1540,37.8,203
298.9,310.1,1442,48.0,181
300.4,309.4,1487,38.9,185
299.0,309.1,1394,45.1,179
297.5,309.4,1357,50.1,137
300.2,309.1,1406,42.2,40
300.5,309.8,1508,37.8,150
296.7,307.9,1420,50.1,138
303.1,312.4,1407,41.2,107
298.7,309.6,1686,26.2,189
300.1,309.2,1427,37.6,73
300.6,310.4,1479,35.6,150
302.0,310.0,1832,22.9,178
303.9,313.2,1350,47.2,2
297.4,308.4,1675,29.5,59
296.8,308.0,1675,29.7,46
299.2,309.9,1516,41.4,219
300.6,309.4,1691,28.0,36
297.1,308.4,1421,42.0,165
301.9,310.4,1376,54.9,126
298.5,308.8,1557,36.0,21
300.9,312.1,1851,23.0,156
302.6,311.9,1448,49.5,72
303.2,311.5,1507,39.2,225
298.1,309.0,1437,36.2,95
302.4,311.1,1366,54.4,0
300.1,309.6,1321,46.9,75
300.3,309.6,1524,38.4,54
299.6,310.2,1627,36.6,17
297.8,308.4,1612,32.1,183
297.2,308.5,1482,39.3,187
303.8,313.1,1458,42.2,25
298.1,308.4,1438,45.6,105
297.7,309.4,1461,43.7,142
303.2,311.5,1513,37.9,0
301.7,311.2,1563,34.5,139
297.1,308.5,1323,44.4,207
297.6,308.7,1408,54.8,147
298.9,309.2,1379,50.7,106
301.2,311.4,1757,28.0,6
298.8,308.6,1431,45.7,97
299.2,308.4,1381,42.5,54
301.0,312.1,1664,28.4,168
302.4,310.9,1560,31.8,172
299.1,308.5,1647,35.0,74
297.2,308.8,1451,43.1,68
297.6,308.7,1376,59.9,74
297.3,308.3,1461,41.5,108
299.8,309.4,1510,42.5,146
297.4,308.6,1452,41.2,197
300.1,309.1,1560,35.4,14
302.5,311.9,1524,34.8,86
300.3,311.7,1333,55.2,18
299.5,309.1,1476,47.8,223
301.0,310.4,1614,31.6,84
297.4,308.6,1459,41.3,196
304.3,313.5,1452,41.5,15
297.4,308.0,1356,51.9,184
302.6,312.1,1782,26.8,198
302.7,310.5,1511,37.7,60
299.8,309.4,1436,51.6,158
295.6,306.3,1636,32.7,56
302.4,310.9,1349,46.1,148
298.1,308.0,1570,35.3,159
297.4,308.4,1531,41.5,213
297.7,309.0,1538,43.2,30
299.1,309.4,1811,24.6,77
299.7,309.0,1465,49.0,158
301.9,311.5,1492,40.8,150
296.9,307.7,1653,35.9,177
300.0,309.0,1709,32.1,79
299.6,311.1,1679,30.7,129
301.2,310.7,1644,31.6,166
298.6,309.3,1449,46.5,26
299.4,309.3,1692,28.4,201
299.9,311.3,1445,41.2,169
298.1,308.9,1479,43.4,105
302.8,310.6,1470,41.1,205
295.9,306.6,1678,26.7,53
300.1,310.4,1480,37.1,77
303.7,312.3,1511,38.9,117
302.2,311.1,1418,47.0,61
299.7,308.9,1551,35.4,82
300.4,311.6,1715,30.8,203
301.2,311.0,1573,32.8,57
300.6,311.6,1473,31.5,69
300.5,309.8,1305,51.7,202
302.5,312.0,1574,33.8,63
301.9,310.9,1456,43.6,45
299.7,311.1,1439,44.9,174
300.8,311.7,1468,38.7,39
302.2,311.4,1398,47.2,202
299.1,308.9,1617,32.3,223
298.1,308.9,1353,46.2,173
303.6,311.9,1473,50.1,84
303.6,312.7,1765,27.5,115
300.5,311.6,1385,54.8,173
300.4,311.7,1555,38.7,5
301.5,310.5,1308,60.5,139
298.9,310.3,1243,63.0,163
298.8,309.1,1368,50.8,115
302.2,311.5,1413,43.5,83
301.2,310.3,1499,38.1,61
298.1,308.0,1374,48.8,156
300.6,311.9,1372,60.1,212
301.9,310.9,1441,43.7,0
298.4,309.9,1725,27.8,21
299.9,309.2,1683,30.5,13
301.1,309.8,1519,39.6,167
301.5,310.5,1528,35.7,198
298.1,308.2,1485,40.7,57
297.5,308.3,1476,45.6,31
298.1,307.6,1364,53.8,129
303.8,312.9,1619,35.7,182
298.6,308.4,1485,42.9,38
298.6,309.1,1423,44.3,29
302.5,312.0,1447,45.7,210
298.4,308.5,1576,27.4,55
300.8,310.6,1465,44.1,136
296.8,308.2,1361,53.8,193
297.6,309.3,1464,46.2,218
297.2,308.6,1404,43.7,160
297.8,308.4,1579,36.6,152
302.7,312.5,1417,51.5,19
298.7,309.9,1617,33.0,203
299.7,309.4,1362,51.9,117
301.3,311.1,1560,35.3,55
299.9,310.1,1681,29.1,197
300.9,311.0,1316,56.5,120
302.8,312.4,1523,39.7,239
302.0,309.8,1480,40.0,199
297.6,309.0,1735,26.4,41
300.3,310.0,1537,37.5,6
299.9,309.2,1560,38.9,180
298.8,309.6,1384,48.2,39
301.1,311.0,1413,46.6,30
300.1,311.4,1390,52.1,94
302.4,311.8,1465,40.2,143
298.4,308.7,1344,52.9,130
297.3,308.3,1396,45.9,64
302.2,310.9,1488,44.2,57
298.7,309.7,1667,30.4,92
298.9,310.1,1523,39.1,53
301.0,310.6,1493,37.8,206
297.9,307.6,1344,54.3,151
298.9,309.1,1452,45.5,196
302.1,311.0,1740,30.8,182
304.4,313.6,1507,43.1,13
297.7,309.7,1498,41.0,176
299.5,310.0,1388,52.4,94
300.2,309.3,1506,35.6,63
299.6,311.0,1574,35.0,133
302.3,311.1,1373,53.0,181
302.5,311.1,1850,23.3,203
297.8,308.3,1477,44.8,170
296.8,307.8,1664,32.8,142
300.6,311.1,1452,40.2,28
298.4,309.0,1544,38.8,97
298.6,309.4,1698,33.2,147
297.9,307.7,1567,34.7,74
298.0,307.7,1606,30.8,17
301.1,310.0,1470,40.1,23
300.0,309.3,1407,43.9,138
299.3,309.0,1508,35.0,70
301.0,311.4,1484,36.2,188
297.9,309.1,1457,44.4,28
301.5,310.5,1396,44.5,117
298.4,309.2,1651,28.5,141
297.4,308.2,1419,50.0,52
301.0,310.5,1601,33.2,77
302.2,310.9,1604,40.5,68
298.6,309.8,1544,30.2,113
300.6,312.1,1293,52.3,49
299.0,310.4,1483,41.5,96
299.4,308.7,1525,39.0,90
303.5,312.2,1818,23.6,109
301.6,310.8,1435,47.2,152
298.6,309.9,1668,32.3,6
300.8,310.7,1633,27.8,0
300.6,309.4,1442,43.2,96
299.9,311.3,1429,58.2,103
299.0,309.0,1575,35.3,47
298.7,309.8,1546,40.9,109
298.9,310.1,1484,40.4,61
302.0,310.9,1456,47.2,54
300.9,312.7,1416,43.8,112
298.3,308.9,1706,31.8,8
297.5,308.6,1260,53.6,137
299.4,309.0,1507,41.0,213
298.4,309.3,1542,35.4,208
302.3,311.7,1504,37.3,107
299.2,310.4,1611,36.4,32
301.2,310.5,1546,40.0,55
300.8,311.2,1481,38.5,181
300.6,310.8,1533,38.5,117
299.2,308.4,1330,51.2,56
297.9,307.4,1435,42.9,18
301.6,310.9,1643,34.1,44
301.4,310.4,1301,51.2,112
297.4,308.7,1433,43.4,116
300.3,310.2,1492,52.3,2
299.7,311.0,1435,50.1,168
300.5,311.9,1350,51.7,18
300.8,310.2,1492,46.3,187
299.1,308.1,1479,40.7,10
298.9,308.2,1510,43.5,46
298.6,309.5,1325,52.2,127
302.5,311.5,1603,32.4,194
301.7,310.1,1384,50.5,38
299.5,310.8,1283,52.4,112
303.5,311.7,1620,31.0,141
298.6,310.2,1668,31.5,7
298.9,310.0,1561,45.3,58
298.1,308.1,1452,40.8,56
297.0,307.7,1867,22.8,118
300.0,311.3,1493,41.4,28
298.7,309.1,1423,49.5,200
303.0,312.3,1480,41.4,125
298.5,309.4,1364,44.5,162
300.3,309.4,1612,33.1,150
298.4,308.7,1584,31.7,117
302.3,311.1,1546,33.1,156
298.7,309.2,1449,42.3,182
300.9,312.1,1359,51.7,146
298.9,309.3,1632,32.5,55
299.1,308.9,1686,29.6,108
300.3,311.5,1400,43.8,0
299.7,309.2,1346,57.4,138
301.3,310.7,1594,34.1,172
299.3,308.5,1422,45.4,37
297.4,308.5,1495,37.8,211
302.3,310.9,1627,32.3,0
298.1,307.9,1425,58.2,57
301.0,311.6,1301,55.0,9
302.2,310.9,1771,27.6,54
298.8,309.9,1495,35.2,60
298.3,308.9,1708,27.3,170
297.6,308.5,1490,43.4,154
296.9,308.1,1435,45.3,62
301.2,310.9,1416,53.3,66
300.4,311.6,1401,49.9,79
301.8,310.7,1751,29.3,133
302.3,311.7,1544,43.2,128
299.6,310.8,1498,46.9,116
297.7,308.7,1829,24.9,17
296.3,307.3,1368,49.5,10
298.1,307.9,1569,37.0,29
300.3,309.8,1450,55.0,135
300.2,311.6,1662,28.8,162
303.3,311.4,1658,30.5,7
300.7,310.6,1491,43.2,187
299.8,311.1,1603,35.1,179
300.6,311.7,1424,50.8,182
298.9,308.9,1422,47.6,15
297.6,308.3,1478,42.3,193
299.9,310.5,1335,52.9,180
303.1,312.5,1766,26.7,157
296.6,307.5,1557,35.1,60
302.3,311.8,1557,34.1,185
296.9,308.0,1521,34.5,84
298.8,308.8,1497,46.8,72
297.2,307.9,1541,35.7,169
297.3,308.6,1486,42.6,105
297.6,308.6,1383,47.5,75
300.5,310.5,1409,60.9,73
303.4,312.7,1534,35.5,98
298.2,308.8,1645,28.2,58
302.0,310.4,1448,43.4,167
302.2,310.8,1827,23.8,9
298.2,308.9,1278,54.0,18
299.1,310.6,1326,49.7,78
303.0,311.2,1511,45.7,184
301.2,310.8,1734,31.3,64
301.3,310.8,1494,35.3,54
298.8,309.1,1368,49.1,117
300.6,309.6,1290,57.4,119
302.4,311.9,1578,29.9,44
300.7,311.9,1657,30.9,116
303.0,311.2,1755,30.4,205
299.7,310.9,1384,48.2,188
299.4,310.7,1426,45.7,213
297.2,308.5,1364,55.6,163
303.3,312.5,1674,32.7,76
298.3,309.0,1802,27.5,71
295.5,305.9,1453,47.3,9
302.1,310.1,1543,35.8,164
301.6,310.7,1414,51.7,197
304.1,313.2,1427,46.9,123
298.2,309.7,1585,37.4,118
302.2,311.0,1555,34.2,185
298.7,308.5,1360,52.9,69
300.5,309.5,1653,27.6,62
299.2,308.7,1375,55.1,78
298.7,308.5,1467,40.7,106
302.9,312.3,1578,36.3,141
298.9,308.5,1456,50.0,156
299.9,309.8,1477,47.7,112
298.8,309.5,1368,44.7,147
295.6,306.2,1446,49.9,133
301.1,310.5,1547,35.8,81
300.6,312.0,1670,29.4,134
302.4,312.0,1477,39.7,18
299.9,309.1,1412,48.3,198
300.7,311.0,1263,52.3,104
302.3,310.8,1438,43.8,119
297.5,309.5,1448,43.7,46
297.7,308.9,1573,35.1,9
302.3,311.7,1453,42.5,56
298.3,309.1,1395,49.8,133
300.1,309.0,1612,33.0,34
302.1,310.6,1326,59.1,88
299.0,310.0,1582,31.9,51
296.9,307.8,1549,37.8,104
302.1,311.2,1454,46.8,0
298.1,309.0,1559,34.0,54
299.7,311.1,1649,32.7,185
301.4,310.6,1459,35.0,87
300.9,309.7,1460,42.1,181
303.3,312.7,1642,33.6,104
301.0,311.4,1481,37.5,193
301.6,310.8,1343,49.5,140
303.5,312.5,1380,46.1,166
299.8,311.2,1564,40.0,172
299.8,311.2,1369,46.2,146
298.8,310.0,1412,46.3,107
301.0,309.6,1588,32.7,138
298.8,308.6,1486,41.1,13
298.8,309.9,1568,33.7,13
300.6,309.4,1474,40.7,87
299.2,308.4,1393,48.4,35
300.8,310.4,1450,39.4,62
299.0,310.3,1494,46.6,144
298.3,308.5,1434,46.2,148
302.0,310.8,1447,42.7,229
302.4,312.0,1457,45.5,206
297.5,308.0,1560,39.0,141
303.4,311.9,1531,37.9,203
297.6,308.5,1574,37.1,121
299.0,308.7,1500,40.2,30
300.7,311.5,1441,40.6,33
300.1,311.4,1729,29.3,71
298.1,309.5,1467,41.8,48
300.0,309.6,1452,46.0,51
301.6,309.8,1472,42.5,91
300.9,312.1,1474,42.4,171
300.0,309.6,1431,47.7,39
297.3,308.7,1451,43.8,24
303.7,312.2,1619,34.9,92
298.9,309.1,1383,54.9,145
297.4,309.0,1568,33.7,175
298.5,309.7,1634,37.8,78
300.6,309.5,1471,49.6,29
304.0,313.1,1694,31.4,116
298.3,310.0,1507,44.7,73
295.7,306.1,1408,47.9,117
300.3,311.5,1464,41.0,29
297.6,309.1,1503,38.9,157
299.1,310.1,1412,44.4,24
300.4,311.2,1406,43.6,22
300.8,311.7,1490,46.4,217
301.2,310.9,1413,50.1,141
300.0,309.3,1395,56.5,122
301.3,310.6,1387,53.6,94
299.0,310.3,1501,43.0,91
300.2,309.8,1650,29.6,13
296.8,307.5,1695,30.0,33
297.6,308.5,1360,48.6,77
303.8,312.8,1646,35.8,143
298.8,309.6,1442,50.0,104
297.3,308.1,1615,35.4,217
297.6,308.9,1433,43.2,206
298.1,309.0,1533,36.1,189
298.9,308.9,1750,29.9,50
297.8,307.4,1438,43.6,141
300.8,312.6,1376,53.6,119
297.7,309.2,1365,58.6,170
303.1,311.4,1829,24.5,159
296.6,307.7,1386,62.3,100
300.0,309.1,1463,45.7,11
298.8,309.6,1692,31.9,167
303.1,312.4,1404,61.5,127
302.2,311.5,1482,45.6,87
302.2,310.9,1452,42.3,56
298.9,309.2,1412,44.1,140
300.6,309.9,1480,43.7,153
299.3,309.0,1786,23.5,100
297.5,308.6,1621,28.9,0
298.1,307.4,1335,56.2,190
302.1,311.3,1634,30.6,50
300.7,309.5,1838,24.9,66
300.7,310.2,1493,35.9,10
300.5,309.7,1589,30.5,198
303.8,312.9,1594,35.2,69
301.2,310.7,1615,34.9,95
301.9,310.4,1889,21.5,92
297.2,308.5,1584,40.0,4
301.0,312.3,1550,34.9,111
297.8,307.7,1393,38.0,29
299.0,308.6,1648,30.8,98
300.0,309.7,1554,32.0,117
297.5,308.3,1674,30.0,54
302.3,311.8,1443,43.4,175
295.8,306.6,1480,43.2,92
299.3,309.1,1493,38.0,151
302.2,311.4,1430,43.1,29
301.0,310.6,1366,50.6,106
300.2,309.8,1430,55.0,102
297.3,308.6,1688,29.4,166
297.5,309.3,1563,36.1,100
297.3,308.6,1385,55.2,156
300.6,309.9,1428,48.8,109
297.9,307.4,1604,36.1,225
300.9,311.2,1472,40.0,93
299.1,308.5,1415,43.4,0
303.5,312.7,1402,47.0,23
302.7,312.2,1369,51.8,174
297.0,307.6,1575,37.4,98
298.5,307.9,1260,54.2,141
300.9,312.2,1811,23.2,72
301.2,311.7,1433,49.3,206
296.3,307.3,1567,31.4,5
300.1,309.3,1654,31.0,201
297.5,308.3,1459,45.2,34
297.7,309.2,1391,44.5,159
300.1,309.7,1641,30.4,41
295.5,305.9,1542,36.2,12
304.0,313.2,1437,53.9,7
298.8,308.9,1852,25.0,57
303.8,312.9,1573,34.6,14
301.0,310.4,1476,43.6,173
298.9,309.5,1645,31.1,169
300.7,312.3,1430,47.2,131
301.0,310.1,1454,44.1,217
302.2,311.2,1627,33.2,74
300.7,309.5,1733,26.7,108
302.5,310.4,1509,37.6,45
299.5,308.7,1321,51.9,114
299.3,310.5,1529,41.3,17
296.9,307.5,1397,48.3,22
300.7,309.4,1589,35.0,52
303.1,311.2,1435,40.1,219
297.3,308.3,1430,41.9,95
302.4,311.2,1448,50.5,53
300.6,309.6,1588,37.0,50
302.5,310.3,1523,36.0,72
301.2,311.7,1463,48.3,204
304.3,313.6,1409,56.0,19
296.8,307.9,1372,49.0,140
297.5,308.1,1480,42.4,112
303.5,311.9,1344,49.3,93
302.7,312.4,1422,44.5,49
301.3,310.4,1695,30.9,108
299.0,308.6,1661,32.2,106
299.5,309.9,1402,51.7,58
300.5,311.6,1509,47.2,202
299.2,308.4,1402,47.7,24
300.7,310.8,1534,41.3,69
298.8,308.5,1450,50.8,57
300.6,309.6,1684,32.8,53
295.3,305.8,1589,36.2,184
302.3,311.8,1363,54.0,119
301.1,311.2,1555,35.3,172
299.2,308.9,1588,41.5,150
299.2,310.3,1551,44.8,18
298.4,309.4,1429,41.8,203
298.6,309.6,1397,54.1,47
298.4,310.1,1335,57.8,96
295.7,306.2,1397,52.0,101
300.1,309.3,1340,56.0,130
302.4,310.3,1375,52.5,161
299.0,310.3,1437,47.8,99
301.5,310.7,1336,65.6,0
299.9,311.3,1802,24.4,151
303.8,313.2,1336,47.8,176
302.4,311.9,1398,50.1,188
298.5,309.7,1561,35.3,208
303.4,312.0,1521,35.9,215
302.6,310.9,1331,52.0,154
302.7,312.2,1439,42.5,164
302.4,311.1,1887,22.4,197
298.2,309.0,1508,40.5,192
298.1,307.8,1384,43.7,200
300.5,310.5,1564,38.2,199
299.8,310.2,1537,36.6,191
301.2,312.4,1378,59.0,95
300.6,309.6,1426,53.6,66
300.2,309.7,1275,60.7,15
304.1,313.3,1689,32.5,134
301.1,312.3,1595,31.9,134
300.1,309.2,1783,27.3,118
298.6,309.8,1496,37.7,134
297.7,307.4,1643,36.5,55
296.9,307.9,1423,43.9,149
298.0,308.2,1373,51.2,215
303.5,312.4,1503,36.5,191
302.3,310.9,1742,29.7,137
299.8,310.8,1376,48.6,159
297.6,309.1,1449,49.1,174
300.3,309.2,1572,32.0,173
297.0,307.8,1774,28.0,188
298.7,309.7,1293,59.1,125
298.4,308.9,1628,34.9,93
300.4,311.5,1492,44.6,149
302.4,310.3,1520,31.6,121
296.6,307.3,1474,40.0,158
298.3,309.4,1509,34.2,141
298.9,310.2,1445,40.0,129
303.1,311.3,1403,55.6,150
301.5,310.6,1492,43.0,100
299.6,309.2,1651,30.8,92
299.7,310.3,1386,46.6,2
302.3,311.5,1526,38.2,47
302.0,310.6,1346,54.7,196
300.8,311.6,1516,35.6,14
298.9,309.0,1812,25.9,174
298.9,308.7,1389,44.9,69
298.2,308.8,1607,31.9,39
300.5,310.0,1451,48.6,208
297.2,308.3,1796,23.8,61
300.1,311.4,1575,29.8,210
298.6,309.5,1483,43.2,92
301.6,310.5,1593,34.5,102
296.9,307.8,1285,52.1,100
299.0,310.4,1606,31.1,134
300.3,309.3,1612,36.0,158
297.9,307.6,1687,29.1,176
302.5,310.5,1463,43.0,189
296.9,307.8,1400,57.1,202
301.9,310.7,1429,51.0,76
300.3,311.8,1413,46.0,182
299.9,311.4,1596,28.9,160
303.1,311.2,1489,44.5,27
295.6,306.1,1389,46.2,113
300.5,309.3,1471,45.2,223
298.5,308.4,1612,36.1,174
302.5,312.2,1738,25.3,14
300.1,309.3,1616,32.0,199
298.3,309.4,1595,29.0,103
300.1,309.2,1326,55.9,55
301.3,311.1,1454,40.3,191
302.3,310.9,1403,47.2,173
302.2,310.8,1744,29.7,16
300.6,309.4,1556,36.0,98
299.2,310.4,1472,43.3,32
297.0,307.8,1414,47.5,168
298.2,308.0,1538,38.2,59
299.8,310.3,1524,34.2,196
303.7,312.4,1348,51.0,152
298.0,309.0,1562,39.2,155
298.6,309.5,1568,36.7,182
301.2,311.0,1612,32.9,129
297.4,309.4,1401,45.9,49
301.3,310.0,1532,36.3,2
302.3,310.6,1525,48.7,114
298.6,309.5,1375,41.0,39
298.4,310.1,1533,35.2,92
303.5,312.6,1642,29.4,18
302.0,310.6,1438,43.2,12
300.4,310.5,1540,33.4,32
297.5,309.3,1525,41.7,235
298.2,308.1,1462,50.8,27
298.5,308.1,1662,28.6,48
299.0,309.4,1561,37.3,70
300.9,310.9,1477,41.5,100
302.7,312.1,1763,26.5,184
301.5,310.6,1525,41.9,204
300.2,311.6,1375,56.9,155
301.8,310.7,1597,30.8,74
301.1,312.3,1852,25.9,131
300.5,311.5,1499,37.6,73
301.3,310.7,1516,46.0,119
299.0,309.9,1373,55.7,201
299.4,308.6,1492,40.5,181
298.2,309.0,1524,39.1,100
301.0,312.2,1510,39.9,61
298.2,307.8,1439,41.6,62
302.4,311.8,1416,46.1,202
298.4,309.6,1479,37.8,144
301.5,311.1,1602,34.3,100
302.1,311.0,1729,26.1,210
301.5,310.5,1538,44.3,43
301.4,310.9,1557,39.3,174
298.0,307.9,1417,51.0,137
300.5,310.0,1413,44.5,152
300.4,309.6,1356,45.9,64
299.9,309.4,1363,60.9,57
298.2,309.0,1413,55.0,145
301.3,310.3,1313,55.6,127
298.8,309.8,1490,40.6,124
302.3,310.1,1321,52.7,134
300.0,310.2,1675,29.7,64
297.7,307.2,1405,43.7,2
299.9,310.4,1408,38.4,144
302.2,311.2,1544,43.6,63
295.8,306.5,1641,32.2,101
302.9,312.5,1629,30.4,74
297.3,308.7,1491,40.2,112
301.3,310.4,1635,32.5,110
301.1,310.2,1455,55.3,9
298.6,308.3,1377,52.1,181
298.6,309.4,1439,47.1,149
298.8,308.6,1598,35.1,52
302.5,310.5,1520,41.2,154
298.1,309.0,1497,40.5,58
297.6,308.3,1742,27.7,13
300.7,310.5,1445,41.1,201
298.6,309.6,1387,57.6,50
300.7,309.5,1622,30.5,14
299.0,310.4,1677,30.8,73
302.3,311.6,1658,32.3,150
298.9,310.1,1580,37.3,100
300.3,311.7,1236,57.5,12
301.4,310.7,1329,52.0,160
302.6,312.4,1398,41.6,40
301.6,310.4,1455,39.0,118
300.0,309.4,1395,44.5,181
299.0,308.6,1378,47.8,163
298.1,308.7,1527,43.0,56
297.1,308.3,1496,45.8,190
297.1,308.0,1690,25.6,159
296.2,307.0,1516,37.6,25
299.5,309.0,1498,44.6,101
297.7,308.2,1489,43.0,151
297.6,308.4,1626,32.4,130
298.1,308.5,1372,51.1,116
297.7,308.4,1740,27.1,136
300.8,310.1,1686,26.9,128
297.0,308.1,1537,39.0,103
297.1,308.4,1693,29.5,100
300.6,310.7,1455,40.6,82
304.2,313.4,1421,43.4,56
299.1,310.4,1369,54.5,104
301.6,310.7,1813,24.6,210
297.6,308.5,1475,42.4,24
297.3,308.3,1471,38.2,37
298.7,309.6,1442,55.6,194
302.5,311.4,1636,35.0,157
298.0,308.9,1406,40.9,77
297.6,309.2,1611,33.1,155
301.6,310.9,1385,50.7,195
297.5,308.9,1390,47.4,187
298.0,308.2,1489,40.4,11
301.2,310.8,1479,38.2,139
299.4,309.2,1470,44.4,135
300.3,309.6,1597,31.8,73
304.3,313.4,1624,32.1,53
301.9,311.0,1638,35.4,116
299.0,308.2,1662,30.4,55
300.3,311.6,1427,56.2,8
303.8,312.9,1570,35.8,147
299.8,311.3,1727,30.0,24
300.9,310.9,1497,43.2,62
298.8,310.1,1719,28.8,206
297.1,307.9,1496,44.7,88
299.3,309.2,1586,37.9,129
302.3,311.8,1605,35.2,152
301.0,310.6,1641,33.4,12
298.6,309.7,1463,39.1,66
301.2,310.5,1505,43.6,78
300.6,311.4,1468,40.4,55
302.0,310.4,1212,55.6,79
300.6,309.4,1555,37.9,24
300.1,311.3,1495,41.0,193
298.7,310.2,1566,33.1,68
299.5,309.2,1495,41.6,17
299.1,308.3,1431,52.3,38
299.7,309.6,1399,51.3,144
298.8,309.8,1463,40.0,90
297.0,308.1,1573,34.9,93
300.8,310.8,1618,32.8,40
296.2,307.2,1633,31.1,0
299.2,308.5,1457,44.7,195
